,ID,Day,Hour,Mass,deltaM,Time,GWC,SoilPsi,SoilPsi_VG
Trigra1.20391,Trigra1,4,0,4777.066667,0.216666667,4,0.082173901,0.467962998,0.549686814
Trigra1.20392,Trigra1,4,1,4776.916667,0.15,4.041666667,0.082157716,0.4680503,0.54975385
Trigra1.20393,Trigra1,4,2,4776.708333,0.208333333,4.083333333,0.082135236,0.468171609,0.549846986
Trigra1.20394,Trigra1,4,3,4776.508333,0.2,4.125,0.082113656,0.468288126,0.549936431
Trigra1.20395,Trigra1,4,4,4776.275,0.233333333,4.166666667,0.082088479,0.468424138,0.550040826
Trigra1.20396,Trigra1,4,5,4776.125,0.15,4.208333333,0.082072294,0.468511617,0.550107961
Trigra1.20397,Trigra1,4,6,4775.916667,0.208333333,4.25,0.082049815,0.468633172,0.550201236
Trigra1.20398,Trigra1,4,7,4775.766667,0.15,4.291666667,0.08203363,0.468720731,0.550268416
Trigra1.20399,Trigra1,4,8,4774.241667,1.525,4.333333333,0.081869082,0.469612832,0.550952496
Trigra1.20400,Trigra1,4,9,4771.791667,2.45,4.375,0.081604726,0.471053375,0.552055637
Trigra1.20401,Trigra1,4,10,4768.525,3.266666667,4.416666667,0.081252252,0.472988293,0.55353448
Trigra1.20402,Trigra1,4,11,4765.058333,3.466666667,4.458333333,0.080878197,0.47505963,0.555113956
Trigra1.20403,Trigra1,4,12,4761.425,3.633333333,4.5,0.080486159,0.477250664,0.556780663
Trigra1.20404,Trigra1,4,13,4757.758333,3.666666667,4.541666667,0.080090525,0.479482966,0.558474531
Trigra1.20405,Trigra1,4,14,4753.916667,3.841666667,4.583333333,0.079676007,0.481844957,0.56026221
Trigra1.20406,Trigra1,4,15,4750.075,3.841666667,4.625,0.07926149,0.484230996,0.562063342
Trigra1.20407,Trigra1,4,16,4746.375,3.7,4.666666667,0.078862259,0.486552128,0.563810952
Trigra1.20408,Trigra1,4,17,4742.65,3.725,4.708333333,0.07846033,0.488912169,0.565583331
Trigra1.20409,Trigra1,4,18,4738.966667,3.683333333,4.75,0.078062897,0.491269071,0.567348849
Trigra1.20410,Trigra1,4,19,4735.366667,3.6,4.791666667,0.077674456,0.493595336,0.569087052
Trigra1.20411,Trigra1,4,20,4733.891667,1.475,4.833333333,0.077515303,0.494555013,0.569802877
Trigra1.20412,Trigra1,4,21,4733.541667,0.35,4.875,0.077477537,0.494783296,0.569973047
Trigra1.20413,Trigra1,4,22,4733.266667,0.275,4.916666667,0.077447865,0.494962813,0.570106836
Trigra1.20414,Trigra1,4,23,4733.025,0.241666667,4.958333333,0.077421789,0.495120682,0.57022447
Trigra1.20415,Trigra1,5,0,4732.758333,0.266666667,5,0.077393016,0.495295001,0.57035434
Trigra1.20416,Trigra1,5,1,4732.616667,0.141666667,5.041666667,0.07737773,0.49538766,0.570423362
Trigra1.20417,Trigra1,5,2,4732.408333,0.208333333,5.083333333,0.07735525,0.495523988,0.5705249
Trigra1.20418,Trigra1,5,3,4732.2,0.208333333,5.125,0.077332771,0.495660392,0.570626482
Trigra1.20419,Trigra1,5,4,4731.966667,0.233333333,5.166666667,0.077307594,0.495813257,0.570740304
Trigra1.20420,Trigra1,5,5,4731.8,0.166666667,5.208333333,0.077289611,0.495922506,0.570821639
Trigra1.20421,Trigra1,5,6,4731.566667,0.233333333,5.25,0.077264434,0.496075537,0.570935553
Trigra1.20422,Trigra1,5,7,4731.308333,0.258333333,5.291666667,0.07723656,0.496245078,0.571061736
Trigra1.20423,Trigra1,5,8,4729.625,1.683333333,5.333333333,0.077054928,0.497352751,0.571885581
Trigra1.20424,Trigra1,5,9,4726.708333,2.916666667,5.375,0.076740218,0.49928407,0.57331974
Trigra1.20425,Trigra1,5,10,4722.858333,3.85,5.416666667,0.076324802,0.501857149,0.575225987
Trigra1.20426,Trigra1,5,11,4718.891667,3.966666667,5.458333333,0.075896797,0.504536876,0.577205873
Trigra1.20427,Trigra1,5,12,4714.791667,4.1,5.5,0.075454406,0.507337776,0.579269504
Trigra1.20428,Trigra1,5,13,4710.566667,4.225,5.541666667,0.074998527,0.510257718,0.581414625
Trigra1.20429,Trigra1,5,14,4706.425,4.141666667,5.583333333,0.074551639,0.513153805,0.583536035
Trigra1.20430,Trigra1,5,15,4702.283333,4.141666667,5.625,0.074104752,0.51608389,0.585676158
Trigra1.20431,Trigra1,5,16,4698.158333,4.125,5.666666667,0.073659663,0.519036581,0.587826576
Trigra1.20432,Trigra1,5,17,4694.075,4.083333333,5.708333333,0.07321907,0.52199386,0.58997416
Trigra1.20433,Trigra1,5,18,4690.091667,3.983333333,5.75,0.072789267,0.524912293,0.592087551
Trigra1.20434,Trigra1,5,19,4686.333333,3.758333333,5.791666667,0.072383741,0.527696808,0.594098495
Trigra1.20435,Trigra1,5,20,4684.775,1.558333333,5.833333333,0.072215597,0.528860291,0.594937182
Trigra1.20436,Trigra1,5,21,4684.366667,0.408333333,5.875,0.072171537,0.529166033,0.595157421
Trigra1.20437,Trigra1,5,22,4684.05,0.316666667,5.916666667,0.072137369,0.52940339,0.595328356
Trigra1.20438,Trigra1,5,23,4683.791667,0.258333333,5.958333333,0.072109495,0.529597185,0.595467891
Trigra1.20439,Trigra1,6,0,4683.5,0.291666667,6,0.072078024,0.529816162,0.595625527
Trigra1.20440,Trigra1,6,1,4683.233333,0.266666667,6.041666667,0.07204925,0.530016532,0.59576974
Trigra1.20441,Trigra1,6,2,4683,0.233333333,6.083333333,0.072024074,0.530191983,0.595895996
Trigra1.20442,Trigra1,6,3,4682.683333,0.316666667,6.125,0.071989905,0.530430287,0.596067448
Trigra1.20443,Trigra1,6,4,4682.416667,0.266666667,6.166666667,0.071961132,0.530631135,0.596211922
Trigra1.20444,Trigra1,6,5,4682.125,0.291666667,6.208333333,0.071929661,0.530850992,0.596370038
Trigra1.20445,Trigra1,6,6,4681.891667,0.233333333,6.25,0.071904484,0.531027012,0.596496604
Trigra1.20446,Trigra1,6,7,4681.691667,0.2,6.291666667,0.071882904,0.531177982,0.596605142
Trigra1.20447,Trigra1,6,8,4679.8,1.891666667,6.333333333,0.071678792,0.532610282,0.597634114
Trigra1.20448,Trigra1,6,9,4676.583333,3.216666667,6.375,0.071331713,0.535064143,0.599393808
Trigra1.20449,Trigra1,6,10,4672.55,4.033333333,6.416666667,0.070896515,0.53817405,0.601618258
Trigra1.20450,Trigra1,6,11,4668.366667,4.183333333,6.458333333,0.070445132,0.541439128,0.603946922
Trigra1.20451,Trigra1,6,12,4663.925,4.441666667,6.5,0.069965874,0.544950716,0.606443758
Trigra1.20452,Trigra1,6,13,4659.558333,4.366666667,6.541666667,0.069494709,0.548448963,0.608923345
Trigra1.20453,Trigra1,6,14,4655.233333,4.325,6.583333333,0.06902804,0.551959649,0.61140407
Trigra1.20454,Trigra1,6,15,4650.958333,4.275,6.625,0.068566766,0.555475459,0.613880817
Trigra1.20455,Trigra1,6,16,4646.716667,4.241666667,6.666666667,0.068109089,0.559009667,0.616362967
Trigra1.20456,Trigra1,6,17,4642.55,4.166666667,6.708333333,0.067659504,0.562526695,0.618825635
Trigra1.20457,Trigra1,6,18,4638.541667,4.008333333,6.75,0.067227003,0.565953285,0.621217961
Trigra1.20458,Trigra1,6,19,4634.716667,3.825,6.791666667,0.066814285,0.569263412,0.623522488
Trigra1.20459,Trigra1,6,20,4633.316667,1.4,6.833333333,0.066663224,0.570484936,0.624371325
Trigra1.20460,Trigra1,6,21,4632.916667,0.4,6.875,0.066620064,0.570834933,0.624614381
Trigra1.20461,Trigra1,6,22,4632.575,0.341666667,6.916666667,0.066583198,0.571134239,0.624822178
Trigra1.20462,Trigra1,6,23,4632.191667,0.383333333,6.958333333,0.066541836,0.571470429,0.625055523
Trigra1.20463,Trigra1,7,0,4632,0.191666667,7,0.066521155,0.571638677,0.625172277
Trigra1.20464,Trigra1,7,1,4631.666667,0.333333333,7.041666667,0.066485189,0.571931525,0.625375457
Trigra1.20465,Trigra1,7,2,4631.441667,0.225,7.083333333,0.066460911,0.572129372,0.625512698
Trigra1.20466,Trigra1,7,3,4631.141667,0.3,7.125,0.066428541,0.572393387,0.625695802
Trigra1.20467,Trigra1,7,4,4630.916667,0.225,7.166666667,0.066404263,0.572591562,0.625833219
Trigra1.20468,Trigra1,7,5,4630.608333,0.308333333,7.208333333,0.066370994,0.572863365,0.626021653
Trigra1.20469,Trigra1,7,6,4630.275,0.333333333,7.25,0.066335027,0.573157505,0.626225525
Trigra1.20470,Trigra1,7,7,4630.108333,0.166666667,7.291666667,0.066317044,0.573304691,0.626327523
Trigra1.20471,Trigra1,7,8,4628.075,2.033333333,7.333333333,0.066097646,0.575106641,0.627575265
Trigra1.20472,Trigra1,7,9,4625.45,2.625,7.375,0.065814408,0.577450223,0.629195328
Trigra1.20473,Trigra1,7,10,4622.033333,3.416666667,7.416666667,0.065445748,0.580530174,0.631319784
Trigra1.20474,Trigra1,7,11,4618.1,3.933333333,7.458333333,0.06502134,0.584117969,0.633787962
Trigra1.20475,Trigra1,7,12,4614.125,3.975,7.5,0.064592436,0.587790391,0.636307128
Trigra1.20476,Trigra1,7,13,4611.558333,2.566666667,7.541666667,0.064315492,0.590187014,0.63794724
Trigra1.20477,Trigra1,7,14,4608.691667,2.866666667,7.583333333,0.064006178,0.592887627,0.639791737
Trigra1.20478,Trigra1,7,15,4604.966667,3.725,7.625,0.063604249,0.596435049,0.642208789
Trigra1.20479,Trigra1,7,16,4600.991667,3.975,7.666666667,0.063175345,0.600269009,0.644813749
Trigra1.20480,Trigra1,7,17,4596.866667,4.125,7.708333333,0.062730256,0.6043016,0.647545571
Trigra1.20481,Trigra1,7,18,4592.908333,3.958333333,7.75,0.06230315,0.608223985,0.650194884
Trigra1.20482,Trigra1,7,19,4589.05,3.858333333,7.791666667,0.061886835,0.612097995,0.652804031
Trigra1.20483,Trigra1,7,20,4587.875,1.175,7.833333333,0.061760052,0.613287867,0.653603933
Trigra1.20484,Trigra1,7,21,4587.533333,0.341666667,7.875,0.061723186,0.613634751,0.653836999
Trigra1.20485,Trigra1,7,22,4587.233333,0.3,7.916666667,0.061690816,0.613939665,0.654041817
Trigra1.20486,Trigra1,7,23,4586.958333,0.275,7.958333333,0.061661143,0.614219444,0.654229712
Trigra1.20487,Trigra1,8,0,4586.675,0.283333333,8,0.061630572,0.614507975,0.654423444
Trigra1.20488,Trigra1,8,1,4586.391667,0.283333333,8.041666667,0.0616,0.614796784,0.654617324
Trigra1.20489,Trigra1,8,2,4586.125,0.266666667,8.083333333,0.061571226,0.61506886,0.654799933
Trigra1.20490,Trigra1,8,3,4585.875,0.25,8.125,0.061544251,0.615324156,0.654971247
Trigra1.20491,Trigra1,8,4,4585.65,0.225,8.166666667,0.061519974,0.615554109,0.655125528
Trigra1.20492,Trigra1,8,5,4585.408333,0.241666667,8.208333333,0.061493898,0.615801292,0.655291341
Trigra1.20493,Trigra1,8,6,4585.1,0.308333333,8.25,0.061460628,0.61611696,0.655503051
Trigra1.20494,Trigra1,8,7,4584.733333,0.366666667,8.291666667,0.061421065,0.616492783,0.655755042
Trigra1.20495,Trigra1,8,8,4582.275,2.458333333,8.333333333,0.06115581,0.619024726,0.65745096
Trigra1.20496,Trigra1,8,9,4578.8,3.475,8.375,0.060780856,0.622640473,0.659867521
Trigra1.20497,Trigra1,8,10,4574.608333,4.191666667,8.416666667,0.060328574,0.627060123,0.66281301
Trigra1.20498,Trigra1,8,11,4570.216667,4.391666667,8.458333333,0.059854712,0.631760386,0.665935578
Trigra1.20499,Trigra1,8,12,4565.833333,4.383333333,8.5,0.059381748,0.636524535,0.669090302
Trigra1.20500,Trigra1,8,13,4561.333333,4.5,8.541666667,0.058896197,0.64149296,0.672369447
Trigra1.20501,Trigra1,8,14,4557,4.333333333,8.583333333,0.058428628,0.646353329,0.675566738
Trigra1.20502,Trigra1,8,15,4552.675,4.325,8.625,0.057961959,0.651280453,0.67879748
Trigra1.20503,Trigra1,8,16,4548.425,4.25,8.666666667,0.057503383,0.65619796,0.682011588
Trigra1.20504,Trigra1,8,17,4544.233333,4.191666667,8.708333333,0.057051101,0.661123336,0.685220667
Trigra1.20505,Trigra1,8,18,4540.225,4.008333333,8.75,0.0566186,0.665904927,0.68832648
Trigra1.20506,Trigra1,8,19,4536.383333,3.841666667,8.791666667,0.056204083,0.670554919,0.691337903
Trigra1.20507,Trigra1,8,20,4535.308333,1.075,8.833333333,0.05608809,0.67186809,0.692186765
Trigra1.20508,Trigra1,8,21,4534.975,0.333333333,8.875,0.056052123,0.672276349,0.692450532
Trigra1.20509,Trigra1,8,22,4534.775,0.2,8.916666667,0.056030543,0.67252155,0.692608919
Trigra1.20510,Trigra1,8,23,4534.441667,0.333333333,8.958333333,0.055994576,0.672930626,0.692873108
Trigra1.20511,Trigra1,9,0,4534.141667,0.3,9,0.055962206,0.673299233,0.693111104
Trigra1.20512,Trigra1,9,1,4533.841667,0.3,9.041666667,0.055929836,0.673668255,0.693349314
Trigra1.20513,Trigra1,9,2,4533.541667,0.3,9.083333333,0.055897466,0.674037692,0.693587738
Trigra1.20514,Trigra1,9,3,4533.233333,0.308333333,9.125,0.055864197,0.674417827,0.69383301
Trigra1.20515,Trigra1,9,4,4532.966667,0.266666667,9.166666667,0.055835423,0.674746947,0.694045319
Trigra1.20516,Trigra1,9,5,4532.666667,0.3,9.208333333,0.055803053,0.675117603,0.694284372
Trigra1.20517,Trigra1,9,6,4532.333333,0.333333333,9.25,0.055767086,0.675529933,0.694550238
Trigra1.20518,Trigra1,9,7,4531.916667,0.416666667,9.291666667,0.055722128,0.676046076,0.694882947
Trigra1.20519,Trigra1,9,8,4529.375,2.541666667,9.333333333,0.055447881,0.679212185,0.69692156
Trigra1.20520,Trigra1,9,9,4526.008333,3.366666667,9.375,0.055084617,0.683453226,0.699646202
Trigra1.20521,Trigra1,9,10,4522.033333,3.975,9.416666667,0.054655713,0.688531231,0.702899476
Trigra1.20522,Trigra1,9,11,4517.875,4.158333333,9.458333333,0.054207027,0.693927148,0.706345757
Trigra1.20523,Trigra1,9,12,4513.375,4.5,9.5,0.053721475,0.699865249,0.710125839
Trigra1.20524,Trigra1,9,13,4508.808333,4.566666667,9.541666667,0.05322873,0.705999115,0.714017058
Trigra1.20525,Trigra1,9,14,4504.35,4.458333333,9.583333333,0.052747675,0.712095068,0.717870906
Trigra1.20526,Trigra1,9,15,4499.833333,4.516666667,9.625,0.052260325,0.71838216,0.721831946
Trigra1.20527,Trigra1,9,16,4495.391667,4.441666667,9.666666667,0.051781067,0.724677181,0.725784363
Trigra1.20528,Trigra1,9,17,4491.133333,4.258333333,9.708333333,0.051321592,0.730819809,0.729628212
Trigra1.20529,Trigra1,9,18,4486.958333,4.175,9.75,0.050871108,0.736947077,0.733450004
Trigra1.20530,Trigra1,9,19,4483.108333,3.85,9.791666667,0.050455691,0.742691749,0.73702207
Trigra1.20531,Trigra1,9,20,4481.966667,1.141666667,9.833333333,0.050332505,0.744413,0.738090291
Trigra1.20532,Trigra1,9,21,4481.641667,0.325,9.875,0.050297437,0.744904492,0.738395142
Trigra1.20533,Trigra1,9,22,4481.358333,0.283333333,9.916666667,0.050266866,0.745333516,0.738661184
Trigra1.20534,Trigra1,9,23,4481.075,0.283333333,9.958333333,0.050236294,0.745763049,0.738927484
Trigra1.20535,Trigra1,10,0,4480.816667,0.258333333,10,0.050208419,0.746155126,0.73917051
Trigra1.20536,Trigra1,10,1,4480.558333,0.258333333,10.04166667,0.050180545,0.746547627,0.73941375
Trigra1.20537,Trigra1,10,2,4480.191667,0.366666667,10.08333333,0.050140982,0.747105455,0.739759363
Trigra1.20538,Trigra1,10,3,4479.858333,0.333333333,10.125,0.050105015,0.747613315,0.740073933
Trigra1.20539,Trigra1,10,4,4479.525,0.333333333,10.16666667,0.050069048,0.748121885,0.740388861
Trigra1.20540,Trigra1,10,5,4479.233333,0.291666667,10.20833333,0.050037577,0.748567468,0.740664717
Trigra1.20541,Trigra1,10,6,4479.008333,0.225,10.25,0.0500133,0.748911576,0.740877709
Trigra1.20542,Trigra1,10,7,4478.633333,0.375,10.29166667,0.049972837,0.749485814,0.741233061
Trigra1.20543,Trigra1,10,8,4476.158333,2.475,10.33333333,0.049705784,0.753298603,0.743589895
Trigra1.20544,Trigra1,10,9,4472.95,3.208333333,10.375,0.049359603,0.758300875,0.746675179
Trigra1.20545,Trigra1,10,10,4469.372727,3.577272727,10.41666667,0.048973614,0.763959539,0.750156115
Trigra3.20546,Trigra3,0,15,5202.081818,0,0.625,0.103602311,0.375759229,0.474348006
Trigra3.20547,Trigra3,0,16,5194.791667,7.290151515,0.666666667,0.102439934,0.379795753,0.477871522
Trigra3.20548,Trigra3,0,17,5184.25,10.54166667,0.708333333,0.100759118,0.385792901,0.483061624
Trigra3.20549,Trigra3,0,18,5173.841667,10.40833333,0.75,0.099099562,0.391908412,0.488300896
Trigra3.20550,Trigra3,0,19,5163.975,9.866666667,0.791666667,0.097526373,0.397892652,0.493377663
Trigra3.20551,Trigra3,0,20,5158.458333,5.516666667,0.833333333,0.096646768,0.401321211,0.496264728
Trigra3.20552,Trigra3,0,21,5157.708333,0.75,0.875,0.096527184,0.401792026,0.496659983
Trigra3.20553,Trigra3,0,22,5157.025,0.683333333,0.916666667,0.09641823,0.40222198,0.497020683
Trigra3.20554,Trigra3,0,23,5156.408333,0.616666667,0.958333333,0.096319906,0.402610801,0.497346669
Trigra3.20555,Trigra3,1,0,5155.766667,0.641666667,1,0.096217595,0.403016205,0.497686351
Trigra3.20556,Trigra3,1,1,5155.125,0.641666667,1.041666667,0.096115285,0.40342245,0.498026525
Trigra3.20557,Trigra3,1,2,5154.441667,0.683333333,1.083333333,0.096006331,0.403856002,0.498389331
Trigra3.20558,Trigra3,1,3,5153.808333,0.633333333,1.125,0.095905349,0.404258686,0.49872609
Trigra3.20559,Trigra3,1,4,5153.191667,0.616666667,1.166666667,0.095807025,0.404651567,0.499054452
Trigra3.20560,Trigra3,1,5,5152.6,0.591666667,1.208333333,0.095712686,0.405029259,0.499369934
Trigra3.20561,Trigra3,1,6,5152.025,0.575,1.25,0.095621006,0.405397008,0.499676935
Trigra3.20562,Trigra3,1,7,5151.475,0.55,1.291666667,0.095533311,0.40574941,0.499970965
Trigra3.20563,Trigra3,1,8,5147.766667,3.708333333,1.333333333,0.094942036,0.408141994,0.501963094
Trigra3.20564,Trigra3,1,9,5139.35,8.416666667,1.375,0.093600041,0.413681511,0.506548206
Trigra3.20565,Trigra3,1,10,5128.333333,11.01666667,1.416666667,0.09184349,0.421170271,0.512688083
Trigra3.20566,Trigra3,1,11,5116.408333,11.925,1.458333333,0.089942109,0.429597254,0.519519889
Trigra3.20567,Trigra3,1,12,5104.308333,12.1,1.5,0.088012825,0.438509993,0.526660548
Trigra3.20568,Trigra3,1,13,5092.075,12.23333333,1.541666667,0.086062282,0.447916172,0.534106404
Trigra3.20569,Trigra3,1,14,5079.85,12.225,1.583333333,0.084113068,0.457739942,0.541788883
Trigra3.20570,Trigra3,1,15,5067.458333,12.39166667,1.625,0.08213728,0.46816058,0.549838518
Trigra3.20571,Trigra3,1,16,5055.091667,12.36666667,1.666666667,0.080165477,0.47905841,0.558152706
Trigra3.20572,Trigra3,1,17,5042.766667,12.325,1.708333333,0.078200319,0.49045148,0.566736911
Trigra3.20573,Trigra3,1,18,5030.525,12.24166667,1.75,0.076248447,0.50233306,0.575578006
Trigra3.20574,Trigra3,1,19,5018.641667,11.88333333,1.791666667,0.07435371,0.514447331,0.584481584
Trigra3.20575,Trigra3,1,20,5012.125,6.516666667,1.833333333,0.07331466,0.521349315,0.589506612
Trigra3.20576,Trigra3,1,21,5011.216667,0.908333333,1.875,0.073169831,0.522326507,0.590215346
Trigra3.20577,Trigra3,1,22,5010.583333,0.633333333,1.916666667,0.073068849,0.523010084,0.590710731
Trigra3.20578,Trigra3,1,23,5010.083333,0.5,1.958333333,0.072989127,0.52355105,0.591102537
Trigra3.20579,Trigra3,2,0,5009.641667,0.441666667,2,0.072918705,0.524029861,0.591449158
Trigra3.20580,Trigra3,2,1,5009.225,0.416666667,2.041666667,0.07285227,0.524482396,0.59177661
Trigra3.20581,Trigra3,2,2,5008.766667,0.458333333,2.083333333,0.072779191,0.524981113,0.592137316
Trigra3.20582,Trigra3,2,3,5008.308333,0.458333333,2.125,0.072706112,0.525480806,0.592498556
Trigra3.20583,Trigra3,2,4,5007.85,0.458333333,2.166666667,0.072633033,0.525981478,0.592860332
Trigra3.20584,Trigra3,2,5,5007.383333,0.466666667,2.208333333,0.072558626,0.526492261,0.593229237
Trigra3.20585,Trigra3,2,6,5006.916667,0.466666667,2.25,0.072484218,0.527004066,0.593598701
Trigra3.20586,Trigra3,2,7,5006.5,0.416666667,2.291666667,0.072417783,0.5274619,0.593929052
Trigra3.20587,Trigra3,2,8,5002.5,4,2.333333333,0.071780003,0.531899072,0.597123349
Trigra3.20588,Trigra3,2,9,4992.958333,9.541666667,2.375,0.070258633,0.542800091,0.604915538
Trigra3.20589,Trigra3,2,10,4980.608333,12.35,2.416666667,0.068289488,0.557611113,0.615381631
Trigra3.20590,Trigra3,2,11,4967.766667,12.84166667,2.458333333,0.066241949,0.573920149,0.626753897
Trigra3.20591,Trigra3,2,12,4955.041667,12.725,2.5,0.064213012,0.591078956,0.638556855
Trigra3.20592,Trigra3,2,13,4942.325,12.71666667,2.541666667,0.062185404,0.609314546,0.650930126
Trigra3.20593,Trigra3,2,14,4929.758333,12.56666667,2.583333333,0.060181713,0.628509136,0.663776731
Trigra3.20594,Trigra3,2,15,4917.333333,12.425,2.625,0.05820061,0.648751155,0.67714031
Trigra3.20595,Trigra3,2,16,4905.191667,12.14166667,2.666666667,0.056264683,0.669870955,0.690895501
Trigra3.20596,Trigra3,2,17,4893.266667,11.925,2.708333333,0.054363302,0.692037936,0.705140388
Trigra3.20597,Trigra3,2,18,4881.741667,11.525,2.75,0.052525699,0.714944593,0.719667886
Trigra3.20598,Trigra3,2,19,4870.725,11.01666667,2.791666667,0.050769148,0.738348577,0.734322445
Trigra3.20599,Trigra3,2,20,4865.475,5.25,2.833333333,0.049932062,0.750065406,0.741591621
Trigra3.20600,Trigra3,2,21,4864.7,0.775,2.875,0.049808492,0.751827502,0.742681086
Trigra3.20601,Trigra3,2,22,4864.275,0.425,2.916666667,0.049740728,0.752797431,0.743280359
Trigra3.20602,Trigra3,2,23,4863.825,0.45,2.958333333,0.049668978,0.753827223,0.7439163
Trigra3.20603,Trigra3,3,0,4863.458333,0.366666667,3,0.049610514,0.754668457,0.744435554
Trigra3.20604,Trigra3,3,1,4863.058333,0.4,3.041666667,0.049546736,0.75558837,0.745003124
Trigra3.20605,Trigra3,3,2,4862.708333,0.35,3.083333333,0.049490931,0.756395188,0.745500702
Trigra3.20606,Trigra3,3,3,4862.358333,0.35,3.125,0.049435125,0.757203779,0.745999173
Trigra3.20607,Trigra3,3,4,4861.991667,0.366666667,3.166666667,0.049376662,0.758052782,0.746522342
Trigra3.20608,Trigra3,3,5,4861.683333,0.308333333,3.208333333,0.0493275,0.758768234,0.746963043
Trigra3.20609,Trigra3,3,6,4861.325,0.358333333,3.25,0.049270365,0.75960145,0.747476089
Trigra3.20610,Trigra3,3,7,4861.016667,0.308333333,3.291666667,0.049221203,0.760319911,0.747918305
Trigra3.20611,Trigra3,3,8,4857.35,3.666666667,3.333333333,0.048636572,0.768972135,0.753231593
Trigra3.20612,Trigra3,3,9,4849.533333,7.816666667,3.375,0.047390244,0.78811046,0.764906499
Trigra3.20613,Trigra3,3,10,4838.483333,11.05,3.416666667,0.045628377,0.816900106,0.782277584
Trigra3.20614,Trigra3,3,11,4829.1,9.383333333,3.458333333,0.044132252,0.843102738,0.797901233
Trigra3.20615,Trigra3,3,12,4823.633333,5.466666667,3.5,0.04326062,0.85918106,0.807405733
Trigra3.20616,Trigra3,3,13,4814.375,9.258333333,3.541666667,0.041784426,0.887899571,0.824236044
Trigra3.20617,Trigra3,3,14,4803.716667,10.65833333,3.583333333,0.040085009,0.923507833,0.844861443
Trigra3.20618,Trigra3,3,15,4793.65,10.06666667,3.625,0.03847993,0.959947907,0.865713921
Trigra3.20619,Trigra3,3,16,4784.475,9.175,3.666666667,0.037017023,0.995837131,0.886021602
Trigra3.20620,Trigra3,3,17,4776.041667,8.433333333,3.708333333,0.03567237,1.031350175,0.905911767
Trigra3.20621,Trigra3,3,18,4768.608333,7.433333333,3.75,0.034487163,1.064885458,0.924523143
Trigra3.20622,Trigra3,3,19,4762.016667,6.591666667,3.791666667,0.033436155,1.096558115,0.941960577
Trigra3.20623,Trigra3,3,20,4759.9,2.116666667,3.833333333,0.033098663,1.107143762,0.947760031
Trigra3.20624,Trigra3,3,21,4759.3,0.6,3.875,0.033002996,1.110182752,0.949422435
Trigra3.20625,Trigra3,3,22,4759.075,0.225,3.916666667,0.032967121,1.1113268,0.950047967
Trigra3.20626,Trigra3,3,23,4758.8,0.275,3.958333333,0.032923274,1.112728376,0.950814095
Trigra3.20627,Trigra3,4,0,4758.55,0.25,4,0.032883413,1.114005694,0.951512095
Trigra3.20628,Trigra3,4,1,4758.266667,0.283333333,4.041666667,0.032838237,1.115456971,0.952304919
Trigra3.20629,Trigra3,4,2,4757.933333,0.333333333,4.083333333,0.032785088,1.117169339,0.953240052
Trigra3.20630,Trigra3,4,3,4757.6,0.333333333,4.125,0.03273194,1.118887121,0.954177793
Trigra3.20631,Trigra3,4,4,4757.283333,0.316666667,4.166666667,0.032681449,1.120524052,0.955071071
Trigra3.20632,Trigra3,4,5,4756.95,0.333333333,4.208333333,0.032628301,1.122252464,0.956013929
Trigra3.20633,Trigra3,4,6,4756.658333,0.291666667,4.25,0.032581796,1.123769328,0.956841098
Trigra3.20634,Trigra3,4,7,4756.45,0.208333333,4.291666667,0.032548578,1.124855386,0.957433176
Trigra3.20635,Trigra3,4,8,4752.975,3.475,4.333333333,0.031994507,1.143294439,0.967464801
Trigra3.20636,Trigra3,4,9,4747.975,5,4.375,0.031197283,1.170943502,0.982436778
Trigra3.20637,Trigra3,4,10,4740.808333,7.166666667,4.416666667,0.030054594,1.213061809,1.005093516
Trigra3.20638,Trigra3,4,11,4733.308333,7.5,4.458333333,0.028858757,1.260612507,1.030475426
Trigra3.20639,Trigra3,4,12,4726.491667,6.816666667,4.5,0.027771874,1.307285387,1.055208762
Trigra3.20640,Trigra3,4,13,4720.408333,6.083333333,4.541666667,0.026801918,1.352045929,1.078781415
Trigra3.20641,Trigra3,4,14,4715.025,5.383333333,4.583333333,0.025943572,1.394370936,1.100954953
Trigra3.20642,Trigra3,4,15,4710.308333,4.716666667,4.625,0.025191524,1.433760357,1.121501286
Trigra3.20643,Trigra3,4,16,4706.225,4.083333333,4.666666667,0.024540457,1.469757399,1.140211936
Trigra3.20644,Trigra3,4,17,4702.6,3.625,4.708333333,0.023962469,1.50330855,1.157601243
Trigra3.20645,Trigra3,4,18,4699.416667,3.183333333,4.75,0.023454903,1.534098575,1.173522129
Trigra3.20646,Trigra3,4,19,4696.791667,2.625,4.791666667,0.02303636,1.560481417,1.187139083
Trigra3.20647,Trigra3,4,20,4696.383333,0.408333333,4.833333333,0.022971253,1.564669515,1.189298742
Trigra3.20648,Trigra3,4,21,4695.925,0.458333333,4.875,0.022898174,1.569398056,1.191736485
Trigra3.20649,Trigra3,4,22,4695.6,0.325,4.916666667,0.022846355,1.572768866,1.193473882
Trigra3.20650,Trigra3,4,23,4695.45,0.15,4.958333333,0.022822438,1.574329649,1.194278242
Trigra3.20651,Trigra3,5,0,4695.325,0.125,5,0.022802507,1.575632737,1.194949745
Trigra3.20652,Trigra3,5,1,4695.183333,0.141666667,5.041666667,0.022779919,1.577112254,1.195712109
